# Page 61 Column 1
egr eager
egrn eagerness
egl eagle
er ear
e~drm eardrum
erl earl
erldm earldom
ere| early
e~mark earmark
e~n earn
e~ns earnest
e~nsn earnestness
erth earth
erth^ka_k earthquake
es ease
esel easel
esm easement
eser easier
esem easiness
est east
este~ easter
? estee| easterly
estn eastern
es^d eastward
ese easy
et eat

# Page 61 Column 2
etb eatable
evs eaves
evsdrpr eavesdropper
eb ebb
ebn ebon
ebne ebony
ebulesh ebullition
esn^k eccentric
esn^s) eccentricity
ekles^st ecclesiastic
ekles^stl ecclesiastical
eko echo
eklar eclair
ekla eclat
eklek eclectic
ekleps eclipse
ekleptek ecliptic
ekmek economic
ekm^k economical
ekmes economist
ekmiz economize
ekme economy
estase ecstasy
est^a ecstatic
? est^a|e ecstatically
esema eczema
ede eddy

# Page 61 Column 3
ej edge
edi_s edgewise
ed^b edibility
edb edible
edek edct
ed^f edification
edfes edifice
edfi edify
edt edit
edsh edition
edtr editor
edtrl editorial
edtrsh editorship
eduk^b educability
edu educate
edu education
edu^l educational
edu^v educative
edu^r educator
edus educe
efas effface
efasb effaceable
efasmn effacement
fk effect
fkv effective
fkvn effectiveness
fktl effectual
fkte| effectually

# Page 62 Column 1
efemnse effeminacy
efemnat effeminate
efemnat-n effeminateness
eferves effervesce
efervesns effervescence
efervesnt effervescent
efet effete
efkas efficacious
efkse efficacy
efeshse efficiency
efesht efficient
efeje effigy
efluns effluence
eflunt effluent
eft effort
efrntre effrontery
efulj effulgence
efulgnt effulgent
efeu effuse
efeush effusion
efeuv effusive
eg egg
egu ego
egust egoist
ego^stl egoistical
egtsm egotism
egots egotist

# Page 62 Column 2
eft^stl egotistical
egrejus egregious
egres efress
ejep Egypt
ejepsh Egyptian
ide~ eider
eth either
ejak^u ejaculate
ejak^ush ejaculation
ejak^ur ejaculator
ejk eject
ejksh ejection
ejkmn ejectment
ek eke
elab elaborate
elabsh elaboration
elab^v elaborative
elaps elapse
ep^st elastic
elas^s) elasticity
elat elate
ela^te| elatedly
elash elation
elbo elbow
eldr elder
eldes eldest
elek elect

# Page 62 Column 3
elsh election
elshe~ electioneer
elekv elective
elektr elector
elektrl electoral
elektra electorate
el^k electric
el^kl electrical
el^sh electrician
el^s) electricity
el^fkash electrification
el^f electrify
el^d electrode
el^ler electrolier
el^lss electrolysis
el^liz electrolyze
elm^t electromagnet
el^nete~ electrometer
el^ptne electropathy
el^p electroplate
el^t electrotype
el^m electrum
elemus eleemosymary
elegns elegance
eleg elegant
eleje elegy
elem element

# Page 63 Column 1
el^m elemental
elemre elementary
elfnt elephant
elvat elevate
elva^t elevated
elvash elevation
elvatr elevator
elf elf
elest elicit
elid elide
elij^b eligibility
elijb eligible
elimn eliminate
elimnsh elimination
elish elision
alet elite
elexer elixir
elk elk
eleps ellipse
ekepss ellipsis
eleptek elliptic
elip^k elliptical
elm elm
eloksh elocution
elokshre elocutionary
elokshst elocutionist
elongat elongate

# Page 63 Column 2
elongsh elongation
elop elope
elopmn elopement
elok eloquence
elok eloquent
ls else
lsar elsewhere
elusedt elucidate
elusedsh elucidation
elud elude
elusv dlusive
emasha&'t emaciate
emasha&'^t emaciated
emasha&'sh emaciation
emnat emanate
emnsh emanation
emnsep emancipate
emnsepsh emancipation
emask^u emasculate
mbam embalm
mbank embank
mbankmn embankment
mbarg embargo
mbark embark
mbaras embarrass
mbarsmn embarrassment
mbase embassy
mbtl embattle

# Page 63 Column 3
mblsh embellish
mblshmn embellishment
mbr ember
mbezl embezzle
mbezlmn embezzlement
mbezlr embezzler
mbte~ embitter
mblazn emblazon
mblem emblem
mblem^a emblematic
mbomn embodiment
mbo embody
mboldn embolden
mbos emboss
mbras embrace
mbroe embroider
mbroil embroil
mbreo embryo
emrld emerald
emej emerge
emejses emergencise
emejse emergency
